epoch,loss,val_loss
0,0.027505297693636667,0.0070593181770999686
1,0.007935170306431764,0.0030178280383650518
2,0.0056676189096048855,0.003581971874007502
3,0.004055822725910473,0.0027492270723136294
4,0.0035928449358683954,0.0009359180411273563
5,0.0028098127976069367,0.004103409982210881
6,0.002679745448034654,0.0007063142697301668
7,0.0024358238776682447,0.005022872761647041
8,0.002039969585414002,0.005373779885672234
9,0.0018177323180050692,0.003641959065823136
10,0.0016219580669922032,0.0008212907249233811
11,0.0014104352129958948,0.0008083412225509213
12,0.001533669841863048,0.001672903066375167
13,0.0013495705964267507,0.0009754051775293978
14,0.0012094930938898875,0.0009125041243670559
15,0.0011833869306884341,0.001813829259795917
16,0.0010761051530738608,0.0029458270685092823
17,0.0009628295630150413,0.00181897050336104
18,0.0011952113268176778,0.0037887122960308115
19,0.0008177541943590823,0.000525746846923957
20,0.000763019119320806,0.00098445952706341
21,0.00087223247492563,0.0020728808437549583
22,0.0008114855000772868,0.0006014848414279923
23,0.0007420467027043845,0.00046178940022867674
24,0.0007578784347962519,0.0009316864149720484
25,0.0007874367962703235,0.0006090194880458954
26,0.0007237342907022843,0.00041993845189682434
27,0.0006122514918720737,0.00048413159203010837
28,0.000677351631238338,0.0011977704534483317
29,0.0006578524127486753,0.0006591417013378059
30,0.0005878569131209665,0.0005074369424570201
31,0.0005701546198349642,0.0006849446123138674
32,0.0006640434544159229,0.00047899996452788646
33,0.000590372442578276,0.000520524723027405
34,0.0006412831348817726,0.0007202891724158984
35,0.0005897284221101486,0.00046513141510454387
36,0.0006372547007596054,0.0020080836949165205
37,0.0008075596839930175,0.0007741141952637181
38,0.0004947328944564458,0.001337794354185462
39,0.0006717693032271366,0.0005228173316494134
40,0.0006481926156839832,0.0027982848633483453
41,0.0006738419815858151,0.001063255435862654
42,0.0006264123087433717,0.0005597233130420382
43,0.0006154103344168464,0.0003996402846422751
44,0.0005595089311537359,0.0015071767344567422
45,0.0005417880547026491,0.0010620794397451588
46,0.0005511806485150167,0.003582646875214335
47,0.0006532136423949801,0.0006832542350968799
48,0.0005963929755398106,0.00181468778189171
49,0.0005913778756687641,0.0021476118095420504
50,0.0006071690414037852,0.001896300692916722
51,0.0006179976967075136,0.000436905277515384
52,0.00046405693107007257,0.0008457534988977115
53,0.0004790869319666486,0.0010252826614305377
54,0.0005112407316750013,0.001749077163687026
55,0.000582277563795709,0.00048558923535401354
56,0.000516680068996902,0.0012115525283120773
57,0.0005110552516338839,0.0023476996056332783
58,0.0005050082698400572,0.002101581701002008
59,0.0004961143536162256,0.000880508788238355
60,0.0005237691423224597,0.0014010273656379934
61,0.00048031099140644073,0.00047520388191490357
62,0.0005502221320795963,0.0005643073865841772
63,0.00045008224348676296,0.0004462689272209851
64,0.0006902879087521116,0.0009065450191170581
65,0.0005360620234507512,0.0003854733478038798
66,0.00048556688332074526,0.00038897031147309855
67,0.0005575636819961548,0.0006646226377327095
68,0.0006399670898064959,0.0009986864516159167
69,0.0005059372811962719,0.00045369464488750373
70,0.0005816925829099161,0.00046001463134244487
71,0.0005009875157312214,0.0005206226857341322
72,0.0004705928987784031,0.0005607178428436857
73,0.0005401384957349826,0.0006983683938538102
74,0.0004894571980503238,0.0012649244635139366
75,0.0005881306478440881,0.001411999635574584
76,0.000499126903467312,0.0005002783078895378
77,0.0005472908252018918,0.0006487827773231107
78,0.0005363070567248014,0.0015978328726329917
79,0.000460538055971123,0.0005072495979540101
80,0.0004040734344946028,0.0004895796466027261
81,0.000497863673423409,0.0008015171294352291
82,0.0005953317257838068,0.00044093855123375416
83,0.0006690569886880219,0.00111885424829214
84,0.00051996156180517,0.000695378374862107
85,0.0005533049483279274,0.0008341060775155957
86,0.0004918500859358911,0.0005228935616606897
87,0.0004914836214844283,0.00046632403108240987
88,0.0004963941693532693,0.0008087874849553447
89,0.0005713589655415844,0.0015022082071801698
90,0.0004798302477361184,0.00046042848938471963
91,0.0005404362121621358,0.0003766818396822625
92,0.00045834709952235564,0.001001948761325833
93,0.0005906786021202103,0.0007879879707911026
94,0.0004750068460552923,0.0004300558278840539
95,0.00041817170467350613,0.0008728342332147264
96,0.000504018754968987,0.0006158290937467402
97,0.0006006690255439543,0.0011774727341567945
98,0.0005442579666388185,0.000829794176703168
99,0.0005169345352853067,0.0007489442454046897
0,0.036023397119195784,0.01716953080550239
1,0.009526601000948985,0.0017927321920020354
2,0.0057026742214522945,0.0133055034471122
3,0.00433975252497771,0.0008009551014323291
4,0.003327222807882842,0.0008855390872151868
5,0.002899292726447891,0.007566801511456032
6,0.0025974462201185334,0.005860327868848233
7,0.002073199276271861,0.0045385006500559075
8,0.001988671958275524,0.0006469032932481905
9,0.001838712462944226,0.0012462321311751431
10,0.0016353127635052576,0.000531227482054886
11,0.001464658453445976,0.002374522441469536
12,0.0011975439218095112,0.0011295174748787809
13,0.0014810034695066443,0.0010369430670539874
14,0.001170000112312176,0.0017489043655931145
15,0.00116399397117018,0.0006281843950116152
16,0.0009177601410670115,0.004210388665465084
17,0.0009665228341754948,0.0007238030029347519
18,0.0010434113877830166,0.0006386415782774723
19,0.0008695494866815305,0.000697466716676875
20,0.000858975622929828,0.0018032795711848382
21,0.0009695107486436235,0.001022076468625282
22,0.0009430582985138542,0.0007385851404742916
23,0.0007025165721800102,0.0010448036537618955
24,0.0006749716540286396,0.0003999826727227333
25,0.0008149628342104077,0.0016558771965572156
26,0.0008532097211045366,0.0021943139396859586
27,0.0005964881098551862,0.0005747137875988375
28,0.0008326858239147541,0.00045354636008473664
29,0.0005903087664504304,0.0005980335345894501
30,0.0006923477845770731,0.00038760250026825815
31,0.0006999440909585523,0.0010161310988100799
32,0.0006377914706824187,0.002296630047714791
33,0.000620150155485915,0.00038260763913795754
34,0.0007060569691429996,0.001298571186379303
35,0.0006703247613424842,0.0010964185034075904
36,0.0006775204882647388,0.0008295397234866647
37,0.0006478148705188922,0.00039160033889316226
38,0.0006594450339377903,0.002569139765172794
39,0.0006757132378493494,0.000824371783843113
40,0.0005511572438892207,0.0015364007841846025
41,0.0006929677547674229,0.0010480868568757196
42,0.0006395499144173377,0.0003680500651810419
43,0.0005809153571891143,0.00040051536996395807
44,0.0006264169588066518,0.0012546843248167755
45,0.000487958376192253,0.0009073641928340736
46,0.0005328480106803656,0.0004748918507027918
47,0.0006299670141540128,0.001680161602593757
48,0.0005757397724443168,0.0006031080344188455
49,0.0005219095641801878,0.0005246413874792288
50,0.0005959735829410712,0.0003766616915723913
51,0.0005190440064749968,0.0005682717282734056
52,0.0006606322636866435,0.00041386168575971514
53,0.0005900432051761413,0.0006715516226265479
54,0.000573982776021711,0.0012229535464398764
55,0.0006022709617808827,0.0007061217353062553
56,0.0005635784122891576,0.0004592758227404006
57,0.0006327464061280217,0.0004516236863187137
58,0.0006119725370741025,0.0018826033039068854
59,0.0005652824755168682,0.0005112236052613101
60,0.0005509006323382675,0.0006114739477886138
61,0.0005753849508546532,0.0006505945883062039
62,0.0005556886974383735,0.0009325748432201106
63,0.0005248012859334889,0.001176672169586291
64,0.0004947797619403213,0.00038760392202970544
65,0.0005658811299337544,0.0007458819647483226
