epoch,loss,val_loss
0,nan,nan
1,nan,nan
0,nan,nan
1,nan,nan
2,nan,nan
3,nan,nan
4,nan,nan
5,nan,nan
6,nan,nan
7,nan,nan
8,nan,nan
9,nan,nan
10,nan,nan
11,nan,nan
12,nan,nan
13,nan,nan
14,nan,nan
15,nan,nan
16,nan,nan
17,nan,nan
18,nan,nan
19,nan,nan
20,nan,nan
21,nan,nan
22,nan,nan
23,nan,nan
24,nan,nan
25,nan,nan
26,nan,nan
27,nan,nan
28,nan,nan
29,nan,nan
30,nan,nan
31,nan,nan
32,nan,nan
33,nan,nan
34,nan,nan
35,nan,nan
36,nan,nan
37,nan,nan
38,nan,nan
39,nan,nan
40,nan,nan
41,nan,nan
42,nan,nan
43,nan,nan
44,nan,nan
45,nan,nan
46,nan,nan
47,nan,nan
48,nan,nan
49,nan,nan
50,nan,nan
51,nan,nan
52,nan,nan
53,nan,nan
54,nan,nan
0,0.02469181826467391,0.04048583022243268
0,0.027070373908164337,0.0025318172521184425
1,0.006762619984419717,0.002049991801204915
2,0.004993281086478162,0.006794590314195768
3,0.0037565357516663126,0.0016546501413088393
4,0.0034479291407571075,0.004590215589347723
5,0.0026755709714821954,0.006186860047180105
6,0.002277490657292521,0.0007879440326596032
7,0.0020942553813220986,0.0008667950790589424
8,0.002073900856459025,0.0018599520569566536
9,0.0015248836978620733,0.0029349627376005455
10,0.0015597215444109577,0.003994926080309056
11,0.0011833257697027827,0.0030664763400784214
12,0.0011538897851575008,0.001924531757705719
13,0.001127817886077851,0.00045952036413615823
14,0.0010097856611845063,0.0014734280333426352
15,0.0010103037116565314,0.0015530190886803776
16,0.0010329784621372694,0.0004458934166216971
17,0.0010437871203025056,0.0013038529857137317
18,0.0007349297976221372,0.0006155967350570938
19,0.0007623284714384708,0.0006407996375315093
20,0.0008184124678003013,0.0009256143506767379
21,0.0007259130111325047,0.0006927013384631357
22,0.0007692427046844411,0.0005277554045204777
23,0.0007376583426435952,0.0027190024297483063
24,0.0007058668313071277,0.0004077289714415029
25,0.0006295857722941918,0.0015120202867389733
26,0.0006801136730943196,0.0011393845559576072
27,0.0007455307800128155,0.0008900248291398826
28,0.0007123875284424468,0.0011003282223198865
29,0.0006234784754955993,0.0027640113399389223
30,0.0007111015939390107,0.0005466088533049097
31,0.0007200693723851226,0.0016339915785686793
32,0.000561351374994456,0.002020101752006323
33,0.0006384456947023544,0.0006074774007445101
34,0.0005849500609460947,0.0004407369466404103
35,0.0006339440864172816,0.0008453643563002146
36,0.0005756855702780931,0.0005290515735002889
37,0.0005551605909281173,0.0007691107001281469
38,0.0006091308323217338,0.0013005061474679089
39,0.0005984115898892813,0.0003831710102433037
40,0.0005121793263661163,0.0008739848130357426
41,0.0006152414923116987,0.0008211523008130088
42,0.000653774886570915,0.00040759737650561775
43,0.000520544910217224,0.0009173589532037039
44,0.000615297168616482,0.00039684742129080604
45,0.0005813972335450616,0.0007421254767167911
46,0.0007165819881231778,0.0004268691287457792
47,0.0005723286107203777,0.0004513055263905207
48,0.0005864289984368607,0.0012230384698439691
49,0.0005163137482671467,0.0011540810716011234
50,0.0005043660440096512,0.0009081859143161391
51,0.0005321749034944398,0.0007103253344728335
52,0.0005946543194548985,0.0006139345334943484
53,0.0004689208716290015,0.0008118467270144941
54,0.0005163781872994618,0.003394130409720379
55,0.0004650256233077099,0.0004169155872659758
56,0.0004910087507307158,0.0004241662564045573
57,0.0005393790325965195,0.0003514618693844642
58,0.0006129100559083918,0.0004118053880488701
59,0.0006347643788636059,0.0017712766751395287
60,0.000578469003941911,0.0004277380448419953
61,0.00048705463434763367,0.0004358265393199651
62,0.000522649868158722,0.00034840262732531473
63,0.0005415844794165015,0.0004223272592974575
64,0.0005036374574622482,0.0016571983908982696
65,0.00042565089822612864,0.00035670936670833945
66,0.00046370532907318647,0.0013603284700169555
67,0.00047103698334267425,0.0007340919621276191
68,0.0004863909882703692,0.00045539055851829315
69,0.0005119839440298451,0.0006773186213576008
70,0.0004655441560612301,0.00039242385773340593
71,0.0004584061800519575,0.0019160495926248463
72,0.0005893343652329879,0.0004302294530773636
73,0.00046060054864168685,0.00034082190580414355
74,0.0004767891709604529,0.001491052158353095
75,0.0005055220318306553,0.001540236725673281
76,0.0004219367313033282,0.0007985429350613944
