2017-05-04 22:20:00,1613.9235
2017-05-04 22:25:00,1614.2393
2017-05-04 22:30:00,1614.7375
2017-05-04 22:35:00,1615.5414
2017-05-04 22:40:00,1616.3049
2017-05-04 22:45:00,1616.1874
2017-05-04 22:50:00,1616.275
2017-05-04 22:55:00,1615.8976
2017-05-04 23:00:00,1615.792
2017-05-04 23:05:00,1616.061
2017-05-04 23:10:00,1615.503
2017-05-04 23:15:00,1615.6868
2017-05-04 23:20:00,1614.9481
2017-05-04 23:25:00,1614.2812
2017-05-04 23:30:00,1614.1078
2017-05-04 23:35:00,1613.8607
2017-05-04 23:40:00,1591.2521
2017-05-04 23:45:00,1591.5464
2017-05-04 23:50:00,1592.0616
2017-05-04 23:55:00,1592.7882
2017-05-05 00:00:00,1593.5184
2017-05-05 00:05:00,1593.4196
2017-05-05 00:10:00,1593.5164
2017-05-05 00:15:00,1593.1637
2017-05-05 00:20:00,1593.0503
2017-05-05 00:25:00,1593.309
2017-05-05 00:30:00,1592.803
2017-05-05 00:35:00,1592.9713
2017-05-05 00:40:00,1592.2522
2017-05-05 00:45:00,1591.6522
2017-05-05 00:50:00,1591.4646
2017-05-05 00:55:00,1591.2571
2017-05-05 01:00:00,1611.8336
2017-05-05 01:05:00,1612.2682
2017-05-05 01:10:00,1612.7654
2017-05-05 01:15:00,1613.4739
2017-05-05 01:20:00,1614.3844
2017-05-05 01:25:00,1614.2158
2017-05-05 01:30:00,1614.3523
2017-05-05 01:35:00,1613.8516
2017-05-05 01:40:00,1613.7828
2017-05-05 01:45:00,1614.0653
2017-05-05 01:50:00,1613.4741
2017-05-05 01:55:00,1613.7083
2017-05-05 02:00:00,1613.0138
2017-05-05 02:05:00,1612.449
2017-05-05 02:10:00,1612.1248
2017-05-05 02:15:00,1611.9559
2017-05-05 02:20:00,1639.7362
2017-05-05 02:25:00,1640.2084
2017-05-05 02:30:00,1640.7058
2017-05-05 02:35:00,1641.4746
2017-05-05 02:40:00,1642.4529
2017-05-05 02:45:00,1642.254
2017-05-05 02:50:00,1642.4
2017-05-05 02:55:00,1641.8357
2017-05-05 03:00:00,1641.7804
2017-05-05 03:05:00,1642.0828
2017-05-05 03:10:00,1641.423
2017-05-05 03:15:00,1641.6849
2017-05-05 03:20:00,1640.9763
2017-05-05 03:25:00,1640.3573
2017-05-05 03:30:00,1640.024
2017-05-05 03:35:00,1639.826
2017-05-05 03:40:00,1643.841
2017-05-05 03:45:00,1644.3287
2017-05-05 03:50:00,1644.814
2017-05-05 03:55:00,1645.599
2017-05-05 04:00:00,1646.5894
2017-05-05 04:05:00,1646.3865
2017-05-05 04:10:00,1646.5311
2017-05-05 04:15:00,1645.9559
2017-05-05 04:20:00,1645.9056
2017-05-05 04:25:00,1646.2087
2017-05-05 04:30:00,1645.5359
2017-05-05 04:35:00,1645.8053
2017-05-05 04:40:00,1645.0951
2017-05-05 04:45:00,1644.4645
2017-05-05 04:50:00,1644.132
2017-05-05 04:55:00,1643.922
2017-05-05 05:00:00,1653.1112
2017-05-05 05:05:00,1653.5905
